t_s,theta_deg,alpha_deg,alpha_dot_hat,theta_dot_hat,u_fb,u_fric,u_total,dt_ms
11.150,34.73,-2.99,-0.423,-0.473,0.100,-0.128,-0.028,3.8
11.150,34.73,-2.99,-0.421,-0.474,0.101,-0.128,-0.027,0.2
11.154,34.73,-2.99,-0.396,-0.497,0.103,-0.128,-0.025,3.8
11.154,34.73,-2.99,-0.395,-0.497,0.103,-0.128,-0.025,0.2
11.158,34.73,-2.99,-0.384,-0.509,0.100,-0.128,-0.028,3.9
11.158,34.73,-2.99,-0.384,-0.510,0.100,-0.128,-0.028,0.3
11.162,34.73,-2.99,-0.375,-0.520,0.096,-0.128,-0.032,3.6
11.162,34.73,-2.99,-0.374,-0.521,0.096,-0.128,-0.032,0.2
11.166,34.73,-2.99,-0.361,-0.534,0.093,-0.128,-0.036,3.9
11.166,34.73,-2.99,-0.361,-0.535,0.093,-0.128,-0.036,0.2
11.170,34.73,-2.99,-0.345,-0.550,0.091,-0.129,-0.038,3.8
11.170,34.73,-2.99,-0.343,-0.551,0.091,-0.129,-0.038,0.2
11.172,34.73,-2.99,-0.335,-0.560,0.090,-0.129,-0.039,2.1
11.173,34.73,-2.99,-0.333,-0.561,0.089,-0.129,-0.039,0.3
11.175,34.73,-2.99,-0.325,-0.569,0.088,-0.129,-0.041,2.3
11.175,34.73,-2.99,-0.324,-0.570,0.088,-0.129,-0.041,0.3
11.179,34.73,-3.16,-0.382,-0.534,0.041,-0.128,-0.087,3.7
11.179,34.73,-3.16,-0.377,-0.537,0.042,-0.129,-0.087,0.2
11.181,34.73,-3.16,-0.327,-0.576,0.047,-0.129,-0.082,2.2
11.181,34.73,-3.16,-0.322,-0.580,0.048,-0.129,-0.081,0.2
11.184,34.73,-3.16,-0.274,-0.618,0.055,-0.129,-0.073,2.2
11.184,34.73,-3.16,-0.270,-0.621,0.056,-0.129,-0.073,0.2
11.186,34.73,-3.16,-0.237,-0.647,0.061,-0.129,-0.067,2.0
11.186,34.73,-3.16,-0.234,-0.650,0.061,-0.129,-0.067,0.2
11.190,34.71,-3.16,-0.185,-0.690,0.070,-0.129,-0.059,3.6
11.190,34.71,-3.16,-0.183,-0.691,0.070,-0.129,-0.059,0.3
11.193,34.71,-3.16,-0.171,-0.704,0.068,-0.129,-0.061,2.7
11.193,34.71,-3.16,-0.170,-0.705,0.068,-0.129,-0.061,0.3
11.197,34.71,-3.16,-0.159,-0.717,0.063,-0.129,-0.065,3.8
11.197,34.71,-3.16,-0.159,-0.718,0.062,-0.129,-0.066,0.2
11.201,34.71,-3.16,-0.144,-0.734,0.058,-0.129,-0.070,3.7
11.201,34.71,-3.16,-0.143,-0.735,0.058,-0.129,-0.071,0.2
11.205,34.71,-3.34,-0.197,-0.702,0.009,-0.129,-0.120,3.8
11.205,34.71,-3.34,-0.192,-0.706,0.009,-0.129,-0.119,0.2
11.209,34.71,-3.34,-0.095,-0.782,0.020,-0.129,-0.108,3.8
11.209,34.71,-3.34,-0.090,-0.786,0.021,-0.129,-0.107,0.3
11.212,34.71,-3.34,-0.032,-0.832,0.031,-0.129,-0.098,2.9
11.212,34.71,-3.34,-0.028,-0.835,0.031,-0.129,-0.098,0.3
11.215,34.69,-3.34,0.006,-0.864,0.036,-0.129,-0.093,2.4
11.215,34.69,-3.34,0.008,-0.865,0.036,-0.129,-0.093,0.2
11.219,34.69,-3.34,0.035,-0.891,0.035,-0.129,-0.094,3.8
11.219,34.69,-3.16,0.042,-0.896,0.038,-0.129,-0.091,0.3
11.223,34.69,-2.99,0.190,-1.005,0.117,-0.129,-0.012,3.7
11.223,34.69,-2.81,0.188,-1.004,0.119,-0.129,-0.010,0.3
11.227,34.69,-2.46,0.260,-1.054,0.214,-0.129,0.086,3.7
11.227,34.69,-2.46,0.246,-1.044,0.212,-0.129,0.083,0.2
11.231,34.69,-2.11,0.080,-0.919,0.229,-0.129,0.101,3.8
11.231,34.69,-1.93,0.064,-0.908,0.228,-0.129,0.100,0.3
11.235,34.69,-1.58,-0.060,-0.809,0.274,-0.129,0.146,3.7
11.235,34.71,-1.41,-0.084,-0.791,0.273,-0.129,0.144,0.3
11.239,34.71,-0.88,-0.177,-0.709,0.361,-0.129,0.232,3.7
11.239,34.71,-0.70,-0.199,-0.693,0.359,-0.129,0.231,0.2
11.241,34.73,-0.35,-0.348,-0.573,0.386,-0.129,0.258,2.2
11.241,34.73,-0.35,-0.374,-0.553,0.384,-0.129,0.256,0.2
11.245,34.75,0.35,-0.534,-0.412,0.496,-0.128,0.368,3.8
11.245,34.75,0.35,-0.574,-0.382,0.490,-0.127,0.363,0.2
11.248,34.77,0.70,-0.858,-0.160,0.477,-0.102,0.376,2.2
11.248,34.77,0.70,-0.895,-0.132,0.472,-0.091,0.381,0.2
11.252,34.82,1.58,-1.164,0.098,0.575,0.056,0.631,3.8
11.252,34.82,1.76,-1.231,0.149,0.563,0.075,0.638,0.3
11.256,34.91,2.29,-2.035,0.768,0.469,0.098,0.567,3.7
11.256,34.93,2.46,-2.082,0.806,0.462,0.098,0.561,0.3
11.260,35.10,2.99,-2.579,1.211,0.461,0.098,0.559,3.7
11.260,35.12,2.99,-2.616,1.240,0.456,0.098,0.555,0.2
11.264,35.41,3.52,-3.047,1.605,0.474,0.098,0.571,3.8
11.264,35.43,3.52,-3.082,1.634,0.471,0.098,0.569,0.3
11.266,35.85,3.69,-3.378,1.877,0.439,0.098,0.537,2.1
11.266,35.89,3.69,-3.407,1.902,0.437,0.098,0.534,0.3
11.270,36.13,4.22,-3.636,2.124,0.508,0.098,0.607,3.5
11.270,36.17,4.22,-3.663,2.148,0.509,0.098,0.608,0.3
11.274,36.68,4.39,-4.133,2.550,0.486,0.098,0.584,3.8
11.274,36.72,4.39,-4.155,2.571,0.487,0.098,0.585,0.3
11.278,37.38,4.57,-4.563,2.932,0.464,0.098,0.563,3.8
11.278,37.42,4.57,-4.577,2.946,0.469,0.098,0.567,0.3
11.282,38.18,4.75,-4.893,3.246,0.474,0.098,0.572,3.8
11.282,38.25,4.75,-4.908,3.264,0.483,0.098,0.581,0.4
11.285,39.12,4.75,-5.174,3.506,0.454,0.098,0.553,2.6
11.285,39.23,4.75,-5.188,3.521,0.458,0.098,0.556,0.3
11.289,39.87,4.75,-5.461,3.790,0.451,0.098,0.549,3.6
11.289,39.93,4.92,-5.455,3.791,0.464,0.098,0.562,0.3
11.291,40.92,4.92,-5.595,3.940,0.479,0.098,0.577,2.3
11.292,41.00,4.92,-5.604,3.953,0.487,0.098,0.585,0.3
11.294,41.70,4.92,-5.780,4.129,0.489,0.098,0.587,2.3
11.294,41.77,4.92,-5.789,4.142,0.496,0.098,0.595,0.3
11.297,42.51,4.92,-5.971,4.327,0.498,0.098,0.596,2.4
11.297,42.62,4.92,-5.980,4.340,0.506,0.098,0.604,0.3
11.299,43.36,4.75,-6.185,4.535,0.482,0.098,0.579,2.1
11.300,43.50,4.75,-6.193,4.546,0.486,0.098,0.584,0.3
11.302,44.19,4.75,-6.365,4.726,0.486,0.098,0.584,2.5
11.302,44.28,4.75,-6.365,4.732,0.494,0.098,0.592,0.2
11.306,45.18,4.57,-6.611,4.994,0.493,0.098,0.591,3.8
11.306,45.29,4.57,-6.602,4.993,0.505,0.098,0.604,0.2
11.308,46.69,4.57,-6.766,5.163,0.500,0.098,0.598,2.2
11.309,46.80,4.57,-6.767,5.169,0.507,0.098,0.605,0.2
11.312,47.65,4.39,-6.991,5.415,0.512,0.098,0.611,3.6
11.313,47.76,4.39,-6.979,5.413,0.526,0.098,0.624,0.3
11.316,49.24,4.22,-7.250,5.699,0.518,0.098,0.616,3.8
11.317,49.35,4.22,-7.235,5.694,0.533,0.098,0.631,0.2
11.320,50.97,3.87,-7.565,6.023,0.486,0.098,0.584,3.8
11.321,51.08,3.87,-7.543,6.014,0.504,0.098,0.602,0.3
11.324,52.83,3.34,-7.880,6.347,0.424,0.098,0.523,3.7
11.325,52.96,3.34,-7.831,6.321,0.455,0.098,0.554,0.4
11.328,54.75,2.81,-8.043,6.561,0.408,0.098,0.506,3.6
11.329,54.97,2.81,-8.010,6.543,0.428,0.098,0.526,0.3
11.331,56.81,2.46,-8.142,6.692,0.393,0.098,0.491,2.2
11.331,56.94,2.46,-8.129,6.687,0.403,0.098,0.501,0.2
11.335,58.05,1.76,-8.313,6.907,0.337,0.098,0.436,3.7
11.335,58.18,1.76,-8.275,6.884,0.357,0.098,0.455,0.2
11.339,60.15,0.88,-8.436,7.087,0.273,0.098,0.371,3.8
11.339,60.28,0.88,-8.379,7.051,0.301,0.098,0.400,0.3
11.343,62.36,0.18,-8.354,7.118,0.294,0.098,0.393,3.8
11.343,62.58,0.18,-8.301,7.085,0.321,0.098,0.419,0.3
11.347,64.61,-0.70,-8.389,7.229,0.266,0.098,0.364,3.8
11.347,64.74,-0.70,-8.332,7.193,0.294,0.098,0.392,0.3
11.351,66.86,-1.76,-8.461,7.361,0.197,0.098,0.295,3.7
11.351,67.04,-1.76,-8.396,7.319,0.227,0.098,0.324,0.3
11.355,69.18,-2.64,-8.354,7.361,0.191,0.098,0.289,3.7
11.355,69.33,-2.64,-8.281,7.314,0.225,0.098,0.323,0.3
11.359,71.49,-3.52,-8.235,7.349,0.200,0.098,0.298,3.7
11.359,71.71,-3.52,-8.171,7.308,0.229,0.098,0.327,0.3
11.363,73.79,-4.57,-8.221,7.406,0.155,0.098,0.253,3.7
11.363,74.01,-4.57,-8.136,7.350,0.193,0.098,0.291,0.3
11.365,76.13,-5.10,-8.106,7.364,0.182,0.098,0.280,2.1
11.365,76.35,-5.10,-8.067,7.341,0.199,0.098,0.298,0.3
11.369,77.55,-6.15,-8.118,7.432,0.112,0.098,0.210,3.7
11.369,77.68,-6.15,-8.066,7.397,0.135,0.098,0.233,0.2
11.372,79.82,-6.68,-7.983,7.370,0.136,0.098,0.234,2.2
11.372,79.97,-6.68,-7.942,7.344,0.153,0.098,0.251,0.2
11.376,81.24,-7.56,-7.835,7.316,0.136,0.098,0.234,3.8
11.376,81.40,-7.56,-7.775,7.276,0.163,0.098,0.262,0.2
11.380,83.56,-8.61,-7.776,7.321,0.095,0.098,0.193,3.8
11.380,83.69,-8.61,-7.722,7.283,0.119,0.098,0.217,0.2
11.384,85.85,-9.49,-7.597,7.233,0.101,0.098,0.199,3.8
11.384,85.96,-9.49,-7.544,7.196,0.125,0.098,0.223,0.2
11.388,88.04,-10.37,-7.400,7.128,0.123,0.098,0.221,3.9
11.388,88.19,-10.37,-7.341,7.087,0.150,0.098,0.248,0.2
11.390,90.33,-11.07,-7.353,7.114,0.116,0.098,0.214,2.2
11.390,90.49,-11.07,-7.314,7.088,0.132,0.098,0.230,0.3
11.393,91.73,-11.60,-7.297,7.092,0.107,0.098,0.205,2.2
11.393,91.89,-11.60,-7.244,7.057,0.128,0.098,0.227,0.4
11.397,93.09,-12.48,-7.201,7.046,0.080,0.098,0.179,3.7
11.397,93.31,-12.83,-7.150,7.011,0.100,0.098,0.198,0.3
11.401,95.34,-13.54,-7.159,7.032,0.007,0.098,0.105,3.7
11.401,95.49,-13.71,-7.102,6.991,0.029,0.098,0.127,0.2
11.405,97.50,-14.41,-6.906,6.860,0.010,0.098,0.108,3.9
11.405,97.63,-14.59,-6.833,6.808,0.039,0.098,0.138,0.3
11.409,99.69,-15.47,-6.759,6.758,-0.029,0.098,0.069,3.6
11.409,99.89,-15.64,-6.698,6.714,-0.006,0.098,0.092,0.3
11.411,101.74,-16.00,-6.577,6.627,-0.010,0.098,0.088,2.2
11.412,101.88,-16.00,-6.522,6.587,0.010,0.098,0.108,0.3
11.414,103.03,-16.52,-6.431,6.520,-0.001,0.098,0.097,2.2
11.414,103.16,-16.70,-6.396,6.495,0.010,0.098,0.108,0.3
11.418,104.28,-17.40,-6.268,6.393,-0.040,0.098,0.059,3.9
11.418,104.41,-17.75,-6.208,6.348,-0.018,0.098,0.080,0.3
11.422,106.36,-18.28,-6.067,6.232,-0.062,0.098,0.036,3.6
11.422,106.49,-18.63,-6.026,6.201,-0.048,0.098,0.050,0.2
11.426,108.28,-19.34,-5.931,6.110,-0.139,0.098,-0.041,3.8
11.426,108.39,-19.51,-5.889,6.078,-0.125,0.098,-0.026,0.2
11.428,110.20,-20.04,-5.766,5.975,-0.155,0.098,-0.057,2.2
11.428,110.31,-20.04,-5.731,5.948,-0.145,0.098,-0.047,0.2
11.430,111.32,-20.39,-5.554,5.806,-0.140,0.098,-0.041,2.0
11.431,111.43,-20.39,-5.524,5.782,-0.130,0.098,-0.032,0.2
11.434,112.32,-21.27,-5.279,5.569,-0.172,0.098,-0.073,3.9
11.435,112.43,-21.27,-5.221,5.525,-0.150,0.098,-0.053,0.2
11.438,114.16,-22.15,-4.987,5.314,-0.194,0.098,-0.097,3.8
11.439,114.27,-22.15,-4.911,5.255,-0.168,0.098,-0.069,0.3
11.442,115.93,-23.03,-4.712,5.063,-0.230,0.098,-0.132,3.7
11.443,116.04,-23.03,-4.658,5.021,-0.211,0.098,-0.113,0.2
11.446,117.59,-23.73,-4.347,4.743,-0.226,0.098,-0.128,3.8
11.447,117.70,-23.73,-4.291,4.698,-0.206,0.098,-0.108,0.2
11.450,119.21,-24.43,-4.026,4.447,-0.233,0.098,-0.135,3.8
11.451,119.32,-24.43,-3.970,4.403,-0.214,0.098,-0.115,0.2
11.453,120.78,-24.79,-3.825,4.263,-0.218,0.098,-0.120,2.1
11.453,120.87,-24.96,-3.793,4.237,-0.211,0.098,-0.113,0.3
11.457,121.63,-25.49,-3.619,4.044,-0.269,0.098,-0.171,3.7
11.457,121.74,-25.66,-3.570,4.004,-0.255,0.098,-0.157,0.2
11.461,123.01,-26.19,-3.348,3.770,-0.307,0.098,-0.209,3.7
11.461,123.10,-26.37,-3.299,3.730,-0.293,0.098,-0.195,0.2
11.465,124.37,-26.89,-2.934,3.377,-0.304,0.098,-0.206,4.2
11.465,124.43,-26.89,-2.883,3.334,-0.289,0.098,-0.190,0.2
11.468,125.74,-27.07,-2.717,3.168,-0.289,0.098,-0.190,2.2
11.468,125.81,-27.07,-2.682,3.137,-0.280,0.098,-0.183,0.3
11.472,126.42,-27.60,-2.472,2.900,-0.318,0.098,-0.220,3.7
11.472,126.51,-27.60,-2.412,2.850,-0.301,0.098,-0.203,0.3
11.476,127.51,-28.13,-2.219,2.622,-0.351,0.098,-0.253,3.6
11.476,127.62,-28.13,-2.157,2.568,-0.335,0.098,-0.236,0.3
11.480,128.52,-28.48,-1.872,2.270,-0.343,0.098,-0.245,3.7
11.480,128.61,-28.48,-1.837,2.239,-0.334,0.098,-0.235,0.2
11.484,129.44,-28.83,-1.573,1.947,-0.349,0.098,-0.251,3.8
11.485,129.50,-28.83,-1.421,1.811,-0.308,0.098,-0.210,1.0
11.487,130.29,-29.00,-1.301,1.667,-0.314,0.098,-0.216,2.1
11.487,130.46,-29.00,-1.282,1.647,-0.312,0.098,-0.214,0.2
11.491,130.86,-29.36,-1.121,1.414,-0.369,0.098,-0.271,4.1
11.491,130.90,-29.36,-1.090,1.385,-0.362,0.098,-0.264,0.2
11.494,131.58,-29.36,-0.905,1.183,-0.354,0.098,-0.255,2.4
11.494,131.62,-29.36,-0.885,1.162,-0.350,0.098,-0.252,0.2
11.498,131.97,-29.53,-0.638,0.872,-0.352,0.098,-0.254,3.9
11.498,132.02,-29.53,-0.612,0.846,-0.347,0.098,-0.249,0.2
11.502,132.50,-29.53,-0.349,0.545,-0.324,0.098,-0.226,3.7
11.502,132.54,-29.53,-0.325,0.520,-0.319,0.098,-0.222,0.3
11.506,132.91,-29.71,-0.213,0.326,-0.360,0.096,-0.265,3.7
11.506,132.96,-29.71,-0.189,0.299,-0.357,0.095,-0.263,0.3
11.510,133.26,-29.71,0.026,0.029,-0.359,0.019,-0.340,3.7
11.510,133.28,-29.71,0.063,-0.007,-0.351,-0.006,-0.358,0.3
11.514,133.52,-29.53,0.554,-0.477,-0.231,-0.128,-0.359,3.7
11.514,133.52,-29.53,0.592,-0.515,-0.221,-0.128,-0.350,0.3
11.518,133.68,-29.36,1.034,-0.949,-0.096,-0.129,-0.225,3.7
11.518,133.68,-29.36,1.039,-0.963,-0.096,-0.129,-0.225,0.3
11.521,133.72,-29.18,1.116,-1.118,-0.090,-0.129,-0.219,3.1
11.522,133.72,-29.18,1.115,-1.125,-0.093,-0.129,-0.222,0.2
11.524,133.70,-29.18,1.105,-1.189,-0.126,-0.129,-0.254,2.2
11.524,133.70,-29.18,1.106,-1.195,-0.128,-0.129,-0.257,0.2
11.528,133.68,-28.83,1.259,-1.429,-0.108,-0.129,-0.236,3.9
11.528,133.68,-28.83,1.257,-1.438,-0.113,-0.129,-0.242,0.3
11.530,133.59,-28.65,1.295,-1.538,-0.124,-0.129,-0.253,2.2
11.531,133.57,-28.65,1.297,-1.547,-0.128,-0.129,-0.256,0.2
11.533,133.50,-28.65,1.309,-1.630,-0.161,-0.129,-0.289,2.3
11.533,133.48,-28.48,1.316,-1.642,-0.161,-0.129,-0.290,0.2
11.537,133.39,-28.30,1.496,-1.894,-0.141,-0.129,-0.271,3.8
11.537,133.37,-28.30,1.494,-1.904,-0.149,-0.129,-0.277,0.4
11.541,133.17,-28.13,1.572,-2.079,-0.174,-0.129,-0.303,3.7
11.541,133.15,-28.13,1.572,-2.086,-0.179,-0.129,-0.308,0.2
11.545,132.93,-27.95,1.675,-2.286,-0.209,-0.129,-0.338,3.8
11.545,132.91,-27.77,1.681,-2.297,-0.211,-0.129,-0.340,0.2
11.549,132.65,-27.60,1.886,-2.566,-0.195,-0.129,-0.323,3.8
11.549,132.63,-27.60,1.884,-2.572,-0.200,-0.129,-0.329,0.2
11.553,132.30,-27.25,2.061,-2.823,-0.185,-0.129,-0.315,3.8
11.553,132.26,-27.25,2.055,-2.827,-0.193,-0.129,-0.322,0.3
11.557,131.88,-27.07,2.115,-2.993,-0.237,-0.129,-0.365,3.7
11.557,131.84,-26.89,2.118,-3.003,-0.242,-0.129,-0.370,0.3
11.559,131.43,-26.72,2.251,-3.172,-0.228,-0.129,-0.357,2.3
11.560,131.38,-26.72,2.254,-3.182,-0.232,-0.129,-0.360,0.2
11.562,131.10,-26.54,2.352,-3.322,-0.230,-0.129,-0.358,2.2
11.562,131.08,-26.54,2.352,-3.329,-0.234,-0.129,-0.362,0.2
11.565,130.77,-26.19,2.518,-3.554,-0.214,-0.129,-0.343,3.3
11.565,130.75,-26.19,2.511,-3.556,-0.222,-0.129,-0.351,0.2
11.569,130.27,-25.84,2.626,-3.757,-0.227,-0.129,-0.356,3.7
11.569,130.22,-25.84,2.616,-3.758,-0.236,-0.129,-0.365,0.2
11.573,129.63,-25.31,2.800,-4.007,-0.203,-0.129,-0.332,3.7
11.573,129.59,-25.31,2.790,-4.005,-0.211,-0.129,-0.340,0.2
11.577,128.93,-24.96,2.845,-4.165,-0.234,-0.129,-0.362,3.8
11.577,128.89,-24.96,2.834,-4.163,-0.243,-0.129,-0.372,0.2
11.581,128.19,-24.43,2.984,-4.390,-0.227,-0.129,-0.356,3.9
11.581,128.13,-24.43,2.971,-4.387,-0.237,-0.129,-0.365,0.2
11.585,127.36,-24.08,3.034,-4.547,-0.261,-0.129,-0.390,3.7
11.585,127.32,-24.08,3.019,-4.544,-0.274,-0.129,-0.402,0.3
11.588,126.51,-23.73,3.119,-4.684,-0.266,-0.129,-0.395,2.2
11.588,126.44,-23.73,3.115,-4.689,-0.274,-0.129,-0.402,0.3
11.592,125.94,-23.20,3.318,-4.950,-0.231,-0.129,-0.359,3.9
11.592,125.87,-23.03,3.305,-4.947,-0.240,-0.129,-0.368,0.2
11.596,124.98,-22.68,3.396,-5.123,-0.232,-0.129,-0.360,3.7
11.596,124.91,-22.50,3.378,-5.118,-0.244,-0.129,-0.373,0.3
11.600,123.97,-22.15,3.460,-5.286,-0.242,-0.129,-0.370,3.8
11.600,123.89,-21.97,3.440,-5.280,-0.255,-0.129,-0.384,0.3
11.602,122.90,-21.62,3.540,-5.416,-0.229,-0.129,-0.358,2.2
11.603,122.81,-21.62,3.530,-5.415,-0.236,-0.129,-0.364,0.2
11.606,122.20,-21.09,3.636,-5.597,-0.206,-0.129,-0.335,3.8
11.607,122.14,-21.09,3.607,-5.583,-0.223,-0.129,-0.352,0.2
11.610,121.07,-20.39,3.699,-5.752,-0.188,-0.129,-0.316,3.8
11.611,121.00,-20.39,3.662,-5.732,-0.208,-0.129,-0.337,0.3
11.613,119.86,-20.04,3.663,-5.795,-0.218,-0.129,-0.347,2.3
11.613,119.78,-20.04,3.643,-5.788,-0.230,-0.129,-0.359,0.3
11.616,119.08,-19.69,3.661,-5.873,-0.242,-0.129,-0.370,2.7
11.616,118.97,-19.51,3.647,-5.871,-0.252,-0.129,-0.381,0.3
11.620,118.14,-18.98,3.793,-6.069,-0.202,-0.129,-0.330,3.6
11.620,118.07,-18.81,3.778,-6.062,-0.209,-0.129,-0.338,0.1
11.624,116.89,-18.28,3.848,-6.209,-0.173,-0.129,-0.302,3.9
